date,week,dow,status,total,in,out,101047091,102047091,103047091,104047091
2018-09-11,37,2,,846,454,392,385,21,69,371
2018-09-12,37,3,,1393,742,651,665,34,77,617
2018-09-13,37,4,,1378,730,648,657,29,73,619
2018-09-14,37,5,,1183,610,573,547,31,63,542
2018-09-15,37,6,1,771,382,389,318,51,64,338
2018-09-16,37,7,1,564,323,241,235,30,88,211
2018-09-17,38,1,,1375,720,655,651,24,69,631
2018-09-18,38,2,,1480,780,700,716,25,64,675
2018-09-19,38,3,,1378,688,690,564,36,124,654
2018-09-20,38,4,,1502,803,699,750,27,53,672
2018-09-21,38,5,,1201,633,568,594,17,39,551
2018-09-22,38,6,1,702,363,339,327,30,36,309
2018-09-23,38,7,1,500,277,223,237,17,40,206
2018-09-24,39,1,,1313,695,618,649,19,46,599
2018-09-25,39,2,,1408,741,667,704,23,37,644
2018-09-26,39,3,,1481,788,693,727,38,61,655
2018-09-27,39,4,,1410,775,635,717,32,58,603
2018-09-28,39,5,,1307,722,585,631,38,91,547
2018-09-29,39,6,1,707,383,324,338,20,45,304
2018-09-30,39,7,1,357,192,165,155,21,37,144
2018-10-01,40,1,,817,444,373,400,15,44,358
2018-10-02,40,2,,1312,708,604,655,17,53,587
2018-10-03,40,3,,1345,707,638,651,23,56,615
2018-10-04,40,4,,1373,726,647,675,22,51,625
2018-10-05,40,5,,1311,683,628,643,22,40,606
2018-10-06,40,6,1,742,401,341,356,24,45,317
2018-10-07,40,7,1,160,88,72,72,4,16,68
2018-10-08,41,1,,1131,597,534,556,13,41,521
2018-10-09,41,2,,1417,747,670,685,23,62,647
2018-10-10,41,3,,1338,704,634,647,21,57,613
2018-10-11,41,4,,1148,600,548,548,23,52,525
2018-10-12,41,5,,1293,678,615,630,22,48,593
2018-10-13,41,6,1,775,400,375,342,34,58,341
2018-10-14,41,7,1,491,254,237,214,27,40,210
2018-10-15,42,1,,1267,673,594,614,23,59,571
2018-10-16,42,2,,1385,729,656,693,19,36,637
2018-10-17,42,3,,1298,667,631,634,23,33,608
2018-10-18,42,4,,1483,783,700,716,25,67,675
2018-10-19,42,5,,1335,700,635,638,22,62,613
2018-10-20,42,6,5,731,389,342,335,35,54,307
2018-10-21,42,7,5,517,286,231,237,17,49,214
2018-10-22,43,1,4,1164,617,547,579,20,38,527
2018-10-23,43,2,4,1229,656,573,613,22,43,551
2018-10-24,43,3,4,1181,624,557,583,23,41,534
2018-10-25,43,4,4,1219,643,576,586,17,57,559
2018-10-26,43,5,4,1028,535,493,499,22,36,471
2018-10-27,43,6,5,139,72,67,60,1,12,66
2018-10-28,43,7,5,233,131,102,111,8,20,94
2018-10-29,44,1,4,380,212,168,186,1,26,167
2018-10-30,44,2,4,713,369,344,307,24,62,320
2018-10-31,44,3,4,936,493,443,450,20,43,423
2018-11-01,44,4,6,323,173,150,142,11,31,139
2018-11-02,44,5,4,464,248,216,212,11,36,205
2018-11-03,44,6,5,407,218,189,189,14,29,175
2018-11-04,44,7,5,411,220,191,186,15,34,176
2018-11-05,45,1,,1276,674,602,629,14,45,588
2018-11-06,45,2,,1050,557,493,511,15,46,478
2018-11-07,45,3,,1158,618,540,560,21,58,519
2018-11-08,45,4,,1210,632,578,597,22,35,556
2018-11-09,45,5,,1171,641,530,587,21,54,509
2018-11-10,45,6,1,593,317,276,274,20,43,256
2018-11-11,45,7,3,457,257,200,206,12,51,188
2018-11-12,46,1,,1389,719,670,666,23,53,647
2018-11-13,46,2,,1449,762,687,697,19,65,668
2018-11-14,46,3,,1426,745,681,674,31,71,650
2018-11-15,46,4,,1425,741,684,682,22,59,662
2018-11-16,46,5,,1286,687,599,655,25,32,574
2018-11-17,46,6,1,937,508,429,444,38,64,391
2018-11-18,46,7,1,470,248,222,207,17,41,205
2018-11-19,47,1,,1129,591,538,559,17,32,521
2018-11-20,47,2,,1171,608,563,581,20,27,543
2018-11-21,47,3,,737,380,357,342,18,38,339
2018-11-22,47,4,,1221,655,566,624,14,31,552
2018-11-23,47,5,,774,415,359,390,12,25,347
2018-11-24,47,6,1,531,287,244,246,9,41,235
2018-11-25,47,7,1,283,144,139,128,7,16,132
2018-11-26,48,1,,912,478,434,454,8,24,426
2018-11-27,48,2,,1087,588,499,549,18,39,481
2018-11-28,48,3,,1177,612,565,579,15,33,550
2018-11-29,48,4,,1219,634,585,599,17,35,568
2018-11-30,48,5,,673,351,322,333,14,18,308
2018-12-01,48,6,1,506,278,228,243,14,35,214
2018-12-02,48,7,1,115,59,56,47,5,12,51
2018-12-03,49,1,,755,398,357,375,16,23,341
2018-12-04,49,2,,1138,598,540,562,22,36,518
2018-12-05,49,3,,1212,624,588,592,19,32,569
2018-12-06,49,4,,818,421,397,394,26,27,371
2018-12-07,49,5,,1180,628,552,592,20,36,532
2018-12-08,49,6,1,602,328,274,268,18,60,256
2018-12-09,49,7,1,175,92,83,77,9,15,74
2018-12-10,50,1,,743,400,343,367,14,33,329
2018-12-11,50,2,,1149,603,546,583,16,20,530
2018-12-12,50,3,,1037,539,498,511,13,28,485
2018-12-13,50,4,,1112,586,526,558,25,28,501
2018-12-14,50,5,,965,512,453,479,14,33,439
2018-12-15,50,6,1,414,227,187,210,20,17,167
2018-12-16,50,7,1,202,106,96,87,4,19,92
2018-12-17,51,1,,752,384,368,367,15,17,353
2018-12-18,51,2,,1147,603,544,569,21,34,523
2018-12-19,51,3,,707,366,341,345,14,21,327
2018-12-20,51,4,,996,509,487,476,21,33,466
2018-12-21,51,5,,599,305,294,281,17,24,277
2018-12-22,51,6,5,349,181,168,165,16,16,152
2018-12-23,51,7,5,259,139,120,116,5,23,115
2018-12-24,52,1,4,255,141,114,123,6,18,108
2018-12-25,52,2,6,124,63,61,49,7,14,54
2018-12-26,52,3,4,460,243,217,223,16,20,201
2018-12-27,52,4,4,413,218,195,190,11,28,184
2018-12-28,52,5,4,397,221,176,207,15,14,161
2018-12-29,52,6,5,314,172,142,148,14,24,128
2018-12-30,52,7,5,240,127,113,99,17,28,96
2018-12-31,01,1,4,421,219,202,187,25,32,177
2019-01-01,01,2,6,172,93,79,68,11,25,68
2019-01-02,01,3,4,661,344,317,313,15,31,302
2019-01-03,01,4,4,780,413,367,389,18,24,349
2019-01-04,01,5,4,746,379,367,364,16,15,351
2019-01-05,01,6,5,378,199,179,174,12,25,167
2019-01-06,01,7,5,270,146,124,127,20,19,104
2019-01-07,02,1,,1017,531,486,511,22,20,464
2019-01-08,02,2,,1019,520,499,491,18,29,481
2019-01-09,02,3,,722,372,350,356,15,16,335
2019-01-10,02,4,,913,471,442,441,20,30,422
2019-01-11,02,5,,885,458,427,443,7,15,420
2019-01-12,02,6,1,434,228,206,206,21,22,185
2019-01-13,02,7,1,222,118,104,98,12,20,92
2019-01-14,03,1,,695,374,321,361,13,13,308
2019-01-15,03,2,,1110,580,530,545,20,35,510
2019-01-16,03,3,,1060,548,512,529,25,19,487
2019-01-17,03,4,,847,433,414,401,18,32,396
2019-01-18,03,5,,917,475,442,455,12,20,430
2019-01-19,03,6,1,447,242,205,219,11,23,194
2019-01-20,03,7,1,264,141,123,127,10,14,113
2019-01-21,04,1,,998,516,482,500,19,16,463
2019-01-22,04,2,,1058,562,496,542,17,20,479
2019-01-23,04,3,,661,354,307,330,20,24,287
2019-01-24,04,4,,666,350,316,333,10,17,306
2019-01-25,04,5,,758,396,362,379,8,17,354
2019-01-26,04,6,1,375,208,167,189,11,19,156
2019-01-27,04,7,1,195,99,96,87,5,12,91
2019-01-28,05,1,,773,413,360,390,10,23,350
2019-01-29,05,2,,980,512,468,484,17,28,451
2019-01-30,05,3,,753,387,366,361,12,26,354
2019-01-31,05,4,,810,415,395,395,12,20,383
2019-02-01,05,5,,379,196,183,178,9,18,174
2019-02-02,05,6,1,342,179,163,158,17,21,146
2019-02-03,05,7,1,171,82,89,73,8,9,81
2019-02-04,06,1,,910,481,429,454,14,27,415
2019-02-05,06,2,,1023,527,496,502,17,25,479
2019-02-06,06,3,,964,493,471,469,17,24,454
2019-02-07,06,4,,866,453,413,427,13,26,400
2019-02-08,06,5,,922,490,432,471,14,19,418
2019-02-09,06,6,1,436,238,198,212,16,26,182
2019-02-10,06,7,1,215,117,98,96,11,21,87
2019-02-11,07,1,,596,314,282,289,10,25,272
2019-02-12,07,2,,1075,557,518,533,20,24,498
2019-02-13,07,3,,1028,524,504,497,27,27,477
2019-02-14,07,4,,1116,587,529,564,15,23,514
2019-02-15,07,5,,1038,541,497,485,13,56,484
2019-02-16,07,6,5,571,317,254,277,21,40,233
2019-02-17,07,7,5,422,220,202,192,16,28,186
2019-02-18,08,1,4,981,520,461,483,35,37,426
2019-02-19,08,2,4,1051,540,511,502,22,38,489
2019-02-20,08,3,4,985,525,460,498,22,27,438
2019-02-21,08,4,4,1009,521,488,486,29,35,459
2019-02-22,08,5,4,946,483,463,455,21,28,442
2019-02-23,08,6,5,486,262,224,228,17,34,207
2019-02-24,08,7,5,389,221,168,191,16,30,152
2019-02-25,09,1,4,1011,534,477,491,22,43,455
2019-02-26,09,2,4,1098,581,517,549,19,32,498
2019-02-27,09,3,4,1029,530,499,497,26,33,473
2019-02-28,09,4,4,1085,596,489,548,23,48,466
2019-03-01,09,5,4,762,386,376,358,17,28,359
2019-03-02,09,6,5,394,214,180,181,18,33,162
2019-03-03,09,7,5,461,258,203,207,19,51,184
2019-03-04,10,1,,955,501,454,459,13,42,441
2019-03-05,10,2,,1373,750,623,701,20,49,603
2019-03-06,10,3,,1192,619,573,579,24,40,549
2019-03-07,10,4,,1039,558,481,509,21,49,460
2019-03-08,10,5,,1113,595,518,553,15,42,503
2019-03-09,10,6,1,468,241,227,207,21,34,206
2019-03-10,10,7,1,376,201,175,161,14,40,161
2019-03-11,11,1,,710,365,345,343,14,22,331
2019-03-12,11,2,,1275,682,593,627,26,55,567
2019-03-13,11,3,,1005,525,480,470,17,55,463
2019-03-14,11,4,,768,420,348,376,7,44,341
2019-03-15,11,5,,596,319,277,290,9,29,268
2019-03-16,11,6,1,838,462,376,402,28,60,348
2019-03-17,11,7,1,346,182,164,150,13,32,151
2019-03-18,12,1,,963,503,460,464,22,39,438
2019-03-19,12,2,,1283,664,619,632,18,32,601
2019-03-20,12,3,,1245,667,578,632,24,35,554
2019-03-21,12,4,,1327,695,632,663,27,32,605
2019-03-22,12,5,,1185,631,554,598,27,33,527
2019-03-23,12,6,1,744,388,356,346,22,42,334
2019-03-24,12,7,1,693,400,293,343,27,57,266
2019-03-25,13,1,,1132,596,536,575,20,21,516
2019-03-26,13,2,,1340,690,650,649,28,41,622
2019-03-27,13,3,,1384,724,660,680,25,44,635
2019-03-28,13,4,,1340,688,652,654,26,34,626
2019-03-29,13,5,,1355,683,672,648,29,35,643
2019-03-30,13,6,1,823,466,357,401,27,65,330
2019-03-31,13,7,1,612,343,269,290,22,53,247
2019-04-01,14,1,,1323,707,616,670,24,37,592
2019-04-02,14,2,,1401,728,673,686,33,42,640
2019-04-03,14,3,,680,359,321,347,12,12,309
2019-04-04,14,4,,647,323,324,304,11,19,313
2019-04-05,14,5,,1129,595,534,563,15,32,519
2019-04-06,14,6,1,655,334,321,301,30,33,291
2019-04-07,14,7,1,352,188,164,165,15,23,149
2019-04-08,15,1,,1091,582,509,553,10,29,499
2019-04-09,15,2,,1382,711,671,680,20,31,651
2019-04-10,15,3,,1061,549,512,531,11,18,501
2019-04-11,15,4,,1089,557,532,522,22,35,510
2019-04-12,15,5,,1141,597,544,562,26,35,518
2019-04-13,15,6,5,644,367,277,325,14,42,263
2019-04-14,15,7,5,412,231,181,199,14,32,167
2019-04-15,16,1,4,1158,599,559,568,24,31,535
2019-04-16,16,2,4,832,434,398,411,21,23,377
2019-04-17,16,3,4,1199,656,543,621,19,35,524
2019-04-18,16,4,4,1270,667,603,620,37,47,566
2019-04-19,16,5,4,1137,604,533,566,23,38,510
2019-04-20,16,6,5,646,362,284,323,16,39,268
2019-04-21,16,7,5,353,195,158,170,15,25,143
2019-04-22,17,1,6,497,279,218,257,15,22,203
2019-04-23,17,2,4,1031,541,490,516,27,25,463
2019-04-24,17,3,4,735,409,326,352,22,57,304
2019-04-25,17,4,4,948,502,446,469,26,33,420
2019-04-26,17,5,4,859,439,420,405,21,34,399
2019-04-27,17,6,5,480,259,221,229,17,30,204
2019-04-28,17,7,5,219,118,101,102,9,16,92
2019-04-29,18,1,,1103,575,528,546,30,29,498
2019-04-30,18,2,,1417,768,649,713,24,55,625
2019-05-01,18,3,2,932,517,415,461,38,56,377
2019-05-02,18,4,,844,454,390,436,14,18,376
2019-05-03,18,5,,1044,555,489,530,18,25,471
2019-05-04,18,6,1,631,336,295,296,29,40,266
2019-05-05,18,7,1,251,143,108,125,6,18,102
2019-05-06,19,1,,1226,654,572,619,19,35,553
2019-05-07,19,2,,1427,751,676,717,26,34,650
2019-05-08,19,3,2,300,148,152,130,13,18,139
2019-05-09,19,4,,1025,520,505,491,25,29,480
2019-05-10,19,5,,1278,673,605,632,23,41,582
2019-05-11,19,6,1,536,288,248,260,17,28,231
2019-05-12,19,7,1,551,302,249,254,17,48,232
2019-05-13,20,1,,1452,775,677,733,29,42,648
2019-05-14,20,2,,1525,787,738,748,39,39,699
2019-05-15,20,3,,1590,843,747,784,29,59,718
2019-05-16,20,4,,1553,822,731,780,26,42,705
2019-05-17,20,5,,898,471,427,437,14,34,413
2019-05-18,20,6,1,484,256,228,232,20,24,208
2019-05-19,20,7,1,212,121,91,102,6,19,85
2019-05-20,21,1,,593,308,285,283,23,25,262
2019-05-21,21,2,,1245,660,585,619,15,41,570
2019-05-22,21,3,,1460,783,677,726,27,57,650
2019-05-23,21,4,,1614,844,770,793,27,51,743
2019-05-24,21,5,,1463,768,695,720,33,48,662
2019-05-25,21,6,1,634,343,291,308,18,35,273
2019-05-26,21,7,1,554,291,263,254,26,37,237
2019-05-27,22,1,,1308,693,615,665,24,28,591
2019-05-28,22,2,,860,448,412,417,21,31,391
2019-05-29,22,3,,1149,601,548,563,29,38,519
2019-05-30,22,4,6,714,402,312,346,41,56,271
2019-05-31,22,5,4,932,503,429,458,29,45,400
2019-06-01,22,6,5,680,381,299,339,25,42,274
2019-06-02,22,7,5,528,298,230,257,22,41,208
2019-06-03,23,1,,1524,802,722,764,30,38,692
2019-06-04,23,2,,1626,848,778,800,27,48,751
2019-06-05,23,3,,1528,791,737,746,31,45,706
2019-06-06,23,4,,1437,759,678,705,18,54,660
2019-06-07,23,5,,1433,740,693,692,29,48,664
2019-06-08,23,6,1,864,470,394,405,34,65,360
2019-06-09,23,7,1,309,168,141,136,10,32,131
2019-06-10,24,1,2,349,186,163,164,15,22,148
2019-06-11,24,2,,602,322,280,288,12,34,268
2019-06-12,24,3,,1417,746,671,702,40,44,631
2019-06-13,24,4,,1552,826,726,777,26,49,700
2019-06-14,24,5,,1088,566,522,539,23,27,499
2019-06-15,24,6,1,410,219,191,172,20,47,171
2019-06-16,24,7,1,671,382,289,320,37,62,252
2019-06-17,25,1,,1471,781,690,751,41,30,649
2019-06-18,25,2,,1648,882,766,844,36,38,730
2019-06-19,25,3,,1515,802,713,750,44,52,669
2019-06-20,25,4,,1024,534,490,501,27,33,463
2019-06-21,25,5,,938,504,434,469,31,35,403
2019-06-22,25,6,1,596,312,284,273,37,39,247
2019-06-23,25,7,1,523,297,226,258,20,39,206
2019-06-24,26,1,,1503,798,705,736,34,62,671
2019-06-25,26,2,,1553,817,736,778,37,39,699
2019-06-26,26,3,,1368,714,654,669,43,45,611
2019-06-27,26,4,,1351,712,639,661,35,51,604
2019-06-28,26,5,,1158,615,543,570,41,45,502
2019-06-29,26,6,1,438,233,205,205,26,28,179
2019-06-30,26,7,1,332,182,150,149,15,33,135
2019-07-01,27,1,,1189,621,568,567,37,54,531
2019-07-02,27,2,,1319,703,616,601,26,102,590
2019-07-03,27,3,,1373,726,647,652,39,74,608
2019-07-04,27,4,,1451,776,675,719,49,57,626
2019-07-05,27,5,,1310,688,622,628,44,60,578
2019-07-06,27,6,5,521,287,234,248,32,39,202
2019-07-07,27,7,5,446,242,204,201,32,41,172
2019-07-08,28,1,4,1297,667,630,616,34,51,596
2019-07-09,28,2,4,1070,580,490,518,37,62,453
2019-07-10,28,3,4,1415,743,672,682,44,61,628
2019-07-11,28,4,4,1358,712,646,657,36,55,610
2019-07-12,28,5,4,1255,683,572,633,33,50,539
2019-07-13,28,6,5,653,360,293,304,31,56,262
2019-07-14,28,7,7,551,320,231,254,27,66,204
2019-07-15,29,1,4,1108,580,528,532,20,48,508
2019-07-16,29,2,4,1411,736,675,688,36,48,639
2019-07-17,29,3,4,1289,670,619,600,41,70,578
2019-07-18,29,4,4,1334,703,631,646,48,57,583
2019-07-19,29,5,4,1231,643,588,588,36,55,552
2019-07-20,29,6,5,576,302,274,250,34,52,240
2019-07-21,29,7,5,410,246,164,215,19,31,145
2019-07-22,30,1,4,1141,595,546,543,43,52,503
2019-07-23,30,2,4,1146,599,547,547,36,52,511
2019-07-24,30,3,4,1047,551,496,505,26,46,470
2019-07-25,30,4,4,1000,528,472,473,24,55,448
2019-07-26,30,5,4,869,450,419,414,31,36,388
2019-07-27,30,6,5,413,220,193,175,18,45,175
2019-07-28,30,7,5,232,124,108,97,8,27,100
2019-07-29,31,1,4,1099,596,503,525,28,71,475
2019-07-30,31,2,4,1230,658,572,586,42,72,530
2019-07-31,31,3,4,1196,636,560,580,25,56,535
2019-08-01,31,4,4,1184,645,539,602,38,43,501
2019-08-02,31,5,4,1053,551,502,516,27,35,475
2019-08-03,31,6,5,519,282,237,248,20,34,217
2019-08-04,31,7,5,374,204,170,177,13,27,157
2019-08-05,32,1,4,962,523,439,476,32,47,407
2019-08-06,32,2,4,935,497,438,458,25,39,413
2019-08-07,32,3,4,673,357,316,325,21,32,295
2019-08-08,32,4,4,967,520,447,477,16,43,431
2019-08-09,32,5,4,835,441,394,419,26,22,368
2019-08-10,32,6,5,538,291,247,247,39,44,208
2019-08-11,32,7,5,388,213,175,180,18,33,157
2019-08-12,33,1,4,494,263,231,242,15,21,216
2019-08-13,33,2,4,961,522,439,478,22,44,417
2019-08-14,33,3,4,903,474,429,445,17,29,412
2019-08-15,33,4,6,474,272,202,227,16,45,186
2019-08-16,33,5,4,717,387,330,350,29,37,301
2019-08-17,33,6,5,529,284,245,247,19,37,226
2019-08-18,33,7,5,374,199,175,173,15,26,160
2019-08-19,34,1,4,743,397,346,365,20,32,326
2019-08-20,34,2,4,357,186,171,165,9,21,162
2019-08-21,34,3,4,957,501,456,467,27,34,429
2019-08-22,34,4,4,1107,577,530,537,25,40,505
2019-08-23,34,5,4,1047,554,493,521,25,33,468
2019-08-24,34,6,5,599,326,273,289,23,37,250
2019-08-25,34,7,5,490,260,230,223,27,37,203
2019-08-26,35,1,4,1324,670,654,633,27,37,627
2019-08-27,35,2,4,1374,722,652,669,23,53,629
2019-08-28,35,3,4,1198,642,556,584,21,58,535
2019-08-29,35,4,4,1397,745,652,693,20,52,632
2019-08-30,35,5,4,1289,659,630,615,30,44,600
2019-08-31,35,6,5,760,407,353,360,33,47,320
2019-09-01,35,7,5,579,320,259,284,23,36,236
2019-09-02,36,1,,1391,745,646,703,20,42,626
2019-09-03,36,2,,1702,894,808,851,35,43,773
2019-09-04,36,3,,1745,896,849,844,38,52,811
2019-09-05,36,4,,1552,811,741,779,29,32,712
2019-09-06,36,5,,1432,739,693,696,22,43,671
2019-09-07,36,6,1,829,453,376,399,27,54,349
2019-09-08,36,7,1,423,213,210,187,23,26,187
2019-09-09,37,1,,1492,769,723,726,21,43,702
2019-09-10,37,2,,1331,688,643,651,23,37,620
2019-09-11,37,3,,1669,874,795,820,26,54,769
2019-09-12,37,4,,1649,873,776,825,29,48,747
2019-09-13,37,5,,1557,805,752,749,34,56,718
2019-09-14,37,6,1,921,508,413,445,35,63,378
2019-09-15,37,7,1,628,343,285,291,31,52,254
2019-09-16,38,1,,1657,865,792,827,26,38,766
2019-09-17,38,2,,1760,927,833,872,40,55,793
2019-09-18,38,3,,1713,907,806,864,32,43,774
2019-09-19,38,4,,1749,920,829,868,32,52,797
2019-09-20,38,5,,1637,862,775,798,33,64,742
2019-09-21,38,6,1,969,530,439,470,27,60,412
2019-09-22,38,7,1,504,283,221,241,18,42,203
2019-09-23,39,1,,1561,827,734,776,32,51,702
2019-09-24,39,2,,1380,724,656,682,21,42,635
2019-09-25,39,3,,1312,706,606,657,25,49,581
2019-09-26,39,4,,1410,745,665,699,22,46,643
2019-09-27,39,5,,1548,810,738,758,28,52,710
2019-09-28,39,6,1,899,488,411,444,34,44,377
2019-09-29,39,7,1,685,384,301,330,34,54,267
2019-09-30,40,1,,1652,867,785,827,31,40,754
2019-10-01,40,2,,1662,874,788,805,26,69,762
2019-10-02,40,3,,980,514,466,470,14,44,452
2019-10-03,40,4,,1600,860,740,807,20,53,720
2019-10-04,40,5,,1335,698,637,652,25,46,612
2019-10-05,40,6,1,807,422,385,363,47,59,338
2019-10-06,40,7,1,464,265,199,233,14,32,185
2019-10-07,41,1,,1419,745,674,708,25,37,649
2019-10-08,41,2,,1688,889,799,823,33,66,766
2019-10-09,41,3,,1026,542,484,500,15,42,469
2019-10-10,41,4,,1593,830,763,777,27,53,736
2019-10-11,41,5,,1428,764,664,729,22,35,642
2019-10-12,41,6,1,854,445,409,384,30,61,379
2019-10-13,41,7,1,663,379,284,321,39,58,245
2019-10-14,42,1,,1562,846,716,816,26,30,690
2019-10-15,42,2,,640,339,301,318,8,21,293
2019-10-16,42,3,,1517,793,724,686,22,107,702
2019-10-17,42,4,,1485,797,688,741,30,56,658
2019-10-18,42,5,,1110,579,531,549,16,30,515
2019-10-19,42,6,5,552,291,261,237,28,54,233
2019-10-20,42,7,5,511,290,221,253,17,37,204
2019-10-21,43,1,4,689,367,322,342,13,25,309
2019-10-22,43,2,4,1065,572,493,526,13,46,480
2019-10-23,43,3,4,1245,667,578,604,19,63,559
2019-10-24,43,4,4,1321,712,609,651,34,61,575
2019-10-25,43,5,4,1197,635,562,589,21,46,541
2019-10-26,43,6,5,794,425,369,377,26,48,343
2019-10-27,43,7,5,582,328,254,276,33,52,221
2019-10-28,44,1,4,1153,611,542,573,21,38,521
2019-10-29,44,2,4,1214,638,576,595,21,43,555
2019-10-30,44,3,4,1219,652,567,600,26,52,541
2019-10-31,44,4,4,586,319,267,287,9,32,258
2019-11-01,44,5,6,372,204,168,149,21,55,147
2019-11-02,44,6,5,334,173,161,142,18,31,143
2019-11-03,44,7,5,181,98,83,71,6,27,77
2019-11-04,45,1,4,751,393,358,364,12,29,346
2019-11-05,45,2,4,1228,650,578,601,23,49,555
2019-11-06,45,3,4,1008,523,485,479,23,44,462
2019-11-07,45,4,4,869,460,409,413,17,47,392
2019-11-08,45,5,4,1101,566,535,532,22,34,513
